Biblioteca Joan Miró,Library,https://i.imgur.com/0Fachbl.png,"Carrer de Vilamarí, 61, 08015 Barcelona",http://www.barcelona.cat/bibjoanmiro
Biblioteca Esquerra de l'Eixample,Library,https://i.imgur.com/uD9SFc5.png,"Carrer del Comte d'Urgell, 145, 08036 Barcelona",http://www.barcelona.cat/bibcentelles
Parliament of Catalonia Library,Library,https://i.imgur.com/DYVIF5D.png,"Lugar Parc De La Ciutadella, s/n, 08003 Barcelona",https://www.parlament.cat/cgi-bin/opac/O7072/ID338d7c70?ACC=101
Gòtic - Andreu Nin Public Library,Library,https://i.imgur.com/lBortPf.png,"C, La Rambla, 30-32, 08002 Barcelona",http://www.barcelona.cat/bibgotic
Biblioteca D'Universitats,Library,https://i.imgur.com/BxvSgFF.png,"Via Laietana, 33, 08003 Barcelona","https://www.google.com/maps/place/Biblioteca+D'Universitats+I+Recerca.+Serveis+Centrals/@41.3849901,2.1770241,17z/data=!3m1!4b1!4m6!3m5!1s0x12a4a2f97766f2df:0x3eae6c2150a5aacb!8m2!3d41.3849901!4d2.1770241!16s%2Fg%2F12qgwdsrl?authuser=0&hl=en"
Biblioteca Jordi Clos Museu Egipci,Library,https://i.imgur.com/KLNmIjv.png,"C/ de València, 284, 08007 Barcelona",http://www.museuegipci.com/
Bar la Camila,Bar,https://i.imgur.com/FHCw68H.png,"Carrer de Banyoles, 11, 08012 Barcelona",https://instagram.com/barlacamila?utm_medium=copy_link
Samsara,Bar,https://i.imgur.com/xana9Gn.png,"Carrer de Terol, 6, 08012 Barcelona",https://goo.gl/maps/DkHfRkb7GdE31Suq6
Lluritu 2,Bar,https://i.imgur.com/TIChOoc.png,"Carrer de la Virtut, 11, 08012 Barcelona",http://www.lluritu.com/
Botafumeiro,Bar,https://i.imgur.com/TDAtXEj.png,"Carrer Gran de Gràcia, 81, 08012 Barcelona",http://www.botafumeiro.es/
Cibulet,Bar,https://i.imgur.com/Me3zOE7.png,"Carrer de Francisco Giner, 54, 08012 Barcelona",http://cibulet.com/
Rebost de la Plana,Bar,https://i.imgur.com/81OJhDK.png,"Plaça de Trilla, 2, 08012 Barcelona",http://www.rebostdelaplana.es/
Restaurant El Racó de Gràcia,Bar,https://i.imgur.com/l4K5cHx.png,"Carrer de Berga, 14, 08012 Barcelona","https://www.google.com/maps/place/Restaurant+El+Rac%C3%B3+de+Gr%C3%A0cia/@41.4005556,2.1533333,17z/data=!3m1!4b1!4m6!3m5!1s0x12a4a2986fd52c75:0xfce612c434f51e8d!8m2!3d41.4004945!4d2.1532406!16s%2Fg%2F1tkn4jkz?authuser=0&hl=en"
Maramaia,Bar,https://i.imgur.com/iSjRgQb.png,"Carrer de Vic, 25, 08006 Barcelona",https://pedidos.maramaia.es/
Restaurant Malaysian Street Delights,Bar,https://i.imgur.com/T5J5VCm.png,"Carrer del Rosselló, 307, 08037 Barcelona",https://watson.rest/malaysian-street/
Restaurant Barquiño,Bar,https://i.imgur.com/gVJv4IJ.png,"Travessera de Gràcia, 240, 08024 Barcelona","https://www.google.com/maps/place/Restaurant+Barqui%C3%B1o/@41.4049347,2.1637458,17z/data=!3m1!4b1!4m6!3m5!1s0x12a4a2bf416065bb:0xf44002e150271c8b!8m2!3d41.4049074!4d2.1637543!16s%2Fg%2F1tfcqcs2?authuser=0&hl=en"
NÜA Smart Restaurant,Bar,https://i.imgur.com/RAmwZdr.png,"Carrer Gran de Gràcia, 167, 08012 Barcelona",https://nuasmartrestaurant.com/
La Pubilla,Bar,https://i.imgur.com/OCNDh9Y.png,"Plaça de la Llibertat, 23, 08012 Barcelona",https://gmaps.top/la-pubilla
Restaurante Sporting,Bar,https://i.imgur.com/7aHkfyU.png,"C. de Maspons, 16, 08012 Barcelona",http://restaurantsporting.com/
Fontana Restaurant,Bar,https://i.imgur.com/eJ8snvI.png,"Carrer Gran de Gràcia, 180, 08012 Barcelona","https://www.google.com/maps/place/Fontana+Restaurant/@41.40292,2.1524898,17z/data=!3m1!4b1!4m6!3m5!1s0x12a4a2a2f652d70f:0x28a3d5266dcd869d!8m2!3d41.4029209!4d2.1524933!16s%2Fg%2F1q5ccd9h8?authuser=0&hl=en"
El Tiet Taver Teca Taverna Gastronomica,Bar,https://i.imgur.com/7OxDP8g.png,"C/ de Còrsega, 382, 08037 Barcelona",https://eltiettaverteca.com/
Ferrum Restaurant,Bar,https://i.imgur.com/ZepIVva.png,"C/ de Còrsega, 400, 08037 Barcelona",http://www.restaurantferrum.cat/
Yesterday,Bar,https://i.imgur.com/xnWzmxS.png,"Carrer de la Riera de Sant Miquel, 75, 08006 Barcelona",http://instagram.com/yesterdayrestaurant
Can Josep,Bar,https://i.imgur.com/5rZecDW.png,"Carrer de Roger de Flor, 237, 08025 Barcelona",https://canjosepbcn.cat/
L'Arrosseria Xàtiva,Bar,https://i.imgur.com/BVKPzLa.png,"Carrer del Torrent d'En Vidalet, 26, 08012 Barcelona",https://www.grupxativa.com/arrosseria/
.IT Italian Tradition,Bar,https://i.imgur.com/YEesgFe.png,"Carrer del Topazi, 26, 08012 Barcelona",https://m.facebook.com/puntoitsocial/?locale2=es_ES
Cafe-restaurant 1881,Bar,https://i.imgur.com/cORtZGS.png,"C/ de Bailèn, 181, 08037 Barcelona","C/ de Bailèn, 181, 08037 Barcelona"
Con Gracia,Bar,https://i.imgur.com/zy2GMTt.png,"C. de Martínez de la Rosa, 8, 08012 Barcelona",https://www.congraciarestaurant.com/
Anaelí Café Bar Restaurante,Bar,https://i.imgur.com/VRE9hsu.png,"Carrer de l'Oreneta, 2, 08012 Barcelona","https://www.google.com/maps/place/Anael%C3%AD+Caf%C3%A9+Bar+Restaurante/@41.3999519,2.1529274,17z/data=!3m1!4b1!4m6!3m5!1s0x12a4a2985d7c57ed:0x68f1c3ae1d0c9338!8m2!3d41.3999368!4d2.152905!16s%2Fg%2F1q5gp_019?authuser=0&hl=en"
Can Saia,Bar,https://i.imgur.com/m4yhx9N.png,"Carrer del Bruc, 157, 08037 Barcelona",https://www.facebook.com/cansaia/
Bērytī,Bar,https://i.imgur.com/ZyeRQag.png,"Travessera de Gràcia, 228, 08024 Barcelona",https://instagram.com/berytibistro
Pepa Tomate,Bar,https://i.imgur.com/SRNDbad.png,"Plaça Revolució de Setembre 1868, 17, 08012 Barcelona",http://www.pepatomategrup.com/
Macchina Pasta Bar - Asturies,Bar,https://i.imgur.com/5QolrIg.png,"Carrer d'Astúries, 17, 08012 Barcelona",https://www.macchinapastabar.com/
Swagatam Restaurant,Bar,https://i.imgur.com/En9zx72.png,"Carrer de Sant Agustí, 10, 08012 Barcelona",http://swagatam.letseat.at/
Restaurant Envalira,Bar,https://i.imgur.com/DXpiixX.png,"Plaça del Sol, 13, 08012 Barcelona",https://www.facebook.com/Envalira-Restaurant-237549753771595/
Restaurante y tapas jj i amics,Bar,https://i.imgur.com/2bP8KzK.png,"C/ de Bailèn, 242, 08037 Barcelona",http://jjiamics.com/
Restaurant Il Posto di Gràcia,Bar,https://i.imgur.com/RkqUA5F.png,"Carrer de Ramón y Cajal, 114, 08024 Barcelona","https://www.google.com/maps/place/Restaurant+Il+Posto+di+Gr%C3%A0cia/@41.4043325,2.1615467,17z/data=!3m1!4b1!4m6!3m5!1s0x12a4a2beef1b1b5f:0x222a9c62cb2d25ef!8m2!3d41.4043294!4d2.1615498!16s%2Fg%2F1tfdvpwz?authuser=0&hl=en"
Vi Negre,Bar,https://i.imgur.com/o0iuEvm.png,"Carrer de les Guilleries, 17, local 3, 08012 Barcelona","https://www.google.com/maps/place/Vi+Negre/@41.403344,2.156571,17z/data=!3m1!4b1!4m6!3m5!1s0x12a4a2bd1cf64177:0x2e87ec34572983bb!8m2!3d41.4033568!4d2.156592!16s%2Fg%2F11bymw75ry?authuser=0&hl=en"
We love Italy,Bar,https://i.imgur.com/mihDpXK.png,"Carrer del Bruc, 162, 08037 Barcelona",https://www.weloveitalybarcelona.com/
Brasería La Llar de Foc,Bar,https://i.imgur.com/T9kqVq8.png,"Carrer de Ramón y Cajal, 13, 08012 Barcelona",https://www.lallardefoc.com/
Chivuo's (Gracia),Bar,https://i.imgur.com/c0z2o4X.png,"Carrer del Torrent de l'Olla, 175, 08012 Barcelona",https://www.chivuos.com/
La Vietnamita,Bar,https://i.imgur.com/xFM9R0N.png,"Carrer del Torrent de l'Olla, 78, 08012 Barcelona",http://www.lavietnamita.com/
